SimNo,ExtThrs,FlexThrs,Prop0,Prop1,Prop2,Prop3,Prop4,Prop5,Prop6,Prop7,Prop8,Prop9,Prop10,Prop11,Prop12,Prop13,Prop14,Prop15,Prop16,Prop17,Prop18,Prop19,Prop20,Prop21,Prop22,Prop23,Prop24
464,0.25,0.5,1,0.9821429,0.9642857,0.9553571,0.875,0.8392857,0.8303571,0.7946429,0.75,0.7321429,0.7053571,0.6875,0.6607143,0.6339286,0.5892857,0.5803571,0.5535714,0.5089286,0.4910714,0.4642857,0.3482143,0.3392857,0.3125,0.2321429,0
465,0.25,0.5,1,0.9732143,0.9553571,0.9375,0.9107143,0.8928571,0.8303571,0.75,0.7321429,0.7142857,0.6875,0.6071429,0.5892857,0.5535714,0.5178571,0.4642857,0.4375,0.4017857,0.2946429,0.2589286,0.1964286,0.1875,0.1696429,0.09821429,0
466,0.25,0.5,1,0.9910714,0.9464286,0.9285714,0.9107143,0.8660714,0.8571429,0.8392857,0.8303571,0.7946429,0.7767857,0.7589286,0.7142857,0.6785714,0.6339286,0.5892857,0.5625,0.5357143,0.5178571,0.4375,0.3125,0.2410714,0.1964286,0.1160714,0
467,0.25,0.5,1,0.9821429,0.9464286,0.9285714,0.875,0.8571429,0.7767857,0.7321429,0.7053571,0.6696429,0.6517857,0.6160714,0.5803571,0.5714286,0.5357143,0.5267857,0.5,0.4196429,0.3660714,0.3482143,0.2410714,0.2232143,0.1607143,0.125,0
468,0.25,0.5,1,0.9821429,0.9553571,0.9375,0.9196429,0.8928571,0.8839286,0.8214286,0.7946429,0.7589286,0.75,0.7321429,0.7053571,0.6875,0.6160714,0.5267857,0.5089286,0.4642857,0.4464286,0.3303571,0.1696429,0.1339286,0.09821429,0.01785714,0
469,0.25,0.5,1,0.9821429,0.9642857,0.9285714,0.9107143,0.8839286,0.8214286,0.8125,0.7857143,0.7678571,0.7232143,0.7142857,0.6785714,0.6339286,0.5982143,0.5803571,0.5267857,0.4464286,0.4017857,0.3928571,0.3214286,0.3035714,0.2321429,0.08035714,0
470,0.25,0.5,1,0.9821429,0.9732143,0.9553571,0.9196429,0.8928571,0.8839286,0.8571429,0.8125,0.7946429,0.7321429,0.6785714,0.6607143,0.6428571,0.5982143,0.5714286,0.5625,0.3482143,0.3125,0.2321429,0.1785714,0.1428571,0.1160714,0.08035714,0
471,0.25,0.5,1,0.9910714,0.9464286,0.9107143,0.875,0.8571429,0.8482143,0.8303571,0.7946429,0.7678571,0.7589286,0.7142857,0.6964286,0.6160714,0.5714286,0.4910714,0.4642857,0.4464286,0.4196429,0.375,0.3482143,0.2678571,0.1428571,0.08928571,0
472,0.25,0.5,1,0.9196429,0.9017857,0.8839286,0.8571429,0.8125,0.75,0.7410714,0.6964286,0.6785714,0.6607143,0.6160714,0.5892857,0.5178571,0.5089286,0.4821429,0.4642857,0.4285714,0.3928571,0.3571429,0.3392857,0.3214286,0.1339286,0.125,0
473,0.25,0.5,1,0.9910714,0.9732143,0.9553571,0.9107143,0.8928571,0.8482143,0.8303571,0.7857143,0.75,0.7410714,0.7142857,0.7053571,0.6875,0.625,0.6160714,0.5625,0.5267857,0.5089286,0.4642857,0.4196429,0.3214286,0.2410714,0.125,0
474,0.25,0.5,1,0.9910714,0.9553571,0.9375,0.9017857,0.8839286,0.8660714,0.8125,0.8035714,0.7410714,0.6964286,0.6785714,0.6339286,0.6160714,0.5357143,0.4910714,0.4732143,0.3571429,0.3392857,0.3214286,0.3035714,0.1785714,0.1160714,0.03571429,0
475,0.25,0.5,1,0.9732143,0.9107143,0.8839286,0.8660714,0.8482143,0.8125,0.7767857,0.7410714,0.6785714,0.6696429,0.6607143,0.6428571,0.6071429,0.5982143,0.5714286,0.5446429,0.4196429,0.3392857,0.3035714,0.2767857,0.2232143,0.1607143,0.1428571,0
476,0.25,0.5,1,0.9821429,0.9017857,0.8928571,0.875,0.8571429,0.8482143,0.8392857,0.8303571,0.7857143,0.75,0.7232143,0.6875,0.6428571,0.6071429,0.5803571,0.5446429,0.5267857,0.4821429,0.4553571,0.4375,0.3125,0.2946429,0.1875,0
477,0.25,0.5,1,0.9821429,0.9553571,0.9375,0.8571429,0.8303571,0.7589286,0.7232143,0.6875,0.6696429,0.6607143,0.6071429,0.5892857,0.5803571,0.5714286,0.5089286,0.4375,0.4285714,0.3839286,0.3482143,0.2857143,0.2767857,0.0625,0.04464286,0
478,0.25,0.5,1,0.9910714,0.9732143,0.9375,0.9196429,0.8839286,0.8482143,0.8125,0.7767857,0.7589286,0.7232143,0.6428571,0.6071429,0.5535714,0.5267857,0.4642857,0.4285714,0.3482143,0.3392857,0.3214286,0.2410714,0.1428571,0.1160714,0.1071429,0
479,0.25,0.5,1,0.9821429,0.9375,0.8928571,0.875,0.8571429,0.8482143,0.8214286,0.7410714,0.7232143,0.7053571,0.6964286,0.6517857,0.6160714,0.5714286,0.5625,0.5357143,0.4553571,0.4464286,0.3303571,0.3214286,0.2857143,0.2410714,0.1160714,0
480,0.25,0.5,1,0.9732143,0.9553571,0.8928571,0.8839286,0.8482143,0.8214286,0.7946429,0.7767857,0.7678571,0.75,0.7410714,0.7142857,0.5892857,0.5803571,0.5714286,0.5267857,0.5089286,0.4910714,0.4642857,0.3839286,0.3035714,0.2410714,0.2053571,0
481,0.25,0.5,1,0.9821429,0.9642857,0.9553571,0.9107143,0.9017857,0.8214286,0.8035714,0.7678571,0.7321429,0.7142857,0.6964286,0.6607143,0.5625,0.5446429,0.5267857,0.4732143,0.4553571,0.4285714,0.3928571,0.3392857,0.3125,0.2767857,0.2232143,0
482,0.25,0.5,1,0.9821429,0.9642857,0.9375,0.8928571,0.8839286,0.8660714,0.8482143,0.8035714,0.7767857,0.7410714,0.7053571,0.6696429,0.6517857,0.5892857,0.5803571,0.5625,0.4464286,0.4285714,0.3482143,0.3035714,0.2767857,0.2589286,0.1339286,0
483,0.25,0.5,1,0.9553571,0.9375,0.9196429,0.9107143,0.8571429,0.8482143,0.8125,0.7767857,0.75,0.7142857,0.6785714,0.6696429,0.6160714,0.5803571,0.5446429,0.5357143,0.5089286,0.4553571,0.375,0.2857143,0.2053571,0.1607143,0.01785714,0
484,0.25,0.5,1,0.9464286,0.9285714,0.9196429,0.9017857,0.8839286,0.8571429,0.8303571,0.8125,0.8035714,0.7767857,0.7321429,0.7142857,0.6696429,0.6339286,0.5892857,0.5089286,0.5,0.4732143,0.3571429,0.3303571,0.2232143,0.05357143,0.01785714,0
485,0.25,0.5,1,0.9821429,0.9732143,0.9285714,0.9017857,0.8839286,0.8660714,0.8482143,0.8125,0.7767857,0.7321429,0.6696429,0.6160714,0.6071429,0.5892857,0.5714286,0.4910714,0.4642857,0.4375,0.1607143,0.1428571,0.1071429,0.02678571,0.01785714,0
486,0.25,0.5,1,0.9821429,0.9464286,0.8660714,0.8303571,0.8214286,0.7946429,0.75,0.7142857,0.6875,0.6517857,0.6160714,0.5982143,0.5535714,0.5089286,0.5,0.4732143,0.4642857,0.4375,0.3125,0.1875,0.1517857,0.1339286,0.09821429,0
487,0.25,0.5,1,0.9821429,0.9732143,0.9642857,0.9464286,0.9285714,0.8839286,0.8571429,0.8125,0.7678571,0.75,0.7053571,0.625,0.6160714,0.5625,0.4821429,0.4732143,0.4375,0.4017857,0.25,0.125,0.08035714,0.05357143,0.03571429,0
488,0.25,0.5,1,0.9553571,0.9464286,0.8660714,0.8482143,0.8125,0.7678571,0.7589286,0.75,0.7142857,0.6875,0.6785714,0.6696429,0.625,0.5982143,0.5625,0.3392857,0.2142857,0.1964286,0.1696429,0.1339286,0.125,0.1071429,0.03571429,0
489,0.25,0.5,1,0.9732143,0.9553571,0.9464286,0.9285714,0.875,0.8660714,0.7857143,0.75,0.7142857,0.6607143,0.6428571,0.6071429,0.5714286,0.5178571,0.5,0.4821429,0.4464286,0.4375,0.4196429,0.375,0.3392857,0.2410714,0.2232143,0
490,0.25,0.5,1,0.9821429,0.9464286,0.9375,0.8928571,0.875,0.8571429,0.8214286,0.7321429,0.6517857,0.6339286,0.625,0.5982143,0.5535714,0.5089286,0.4910714,0.4642857,0.4464286,0.4107143,0.2946429,0.2589286,0.2232143,0.1428571,0.04464286,0
491,0.25,0.5,1,0.9821429,0.9464286,0.9285714,0.875,0.7946429,0.7767857,0.7678571,0.7321429,0.6875,0.6696429,0.6428571,0.6339286,0.6071429,0.5803571,0.5625,0.4910714,0.4464286,0.4196429,0.3035714,0.1428571,0.08928571,0.04464286,0.01785714,0
492,0.25,0.5,1,0.9821429,0.9732143,0.9642857,0.9375,0.9285714,0.9107143,0.8928571,0.8571429,0.7767857,0.7410714,0.7142857,0.6607143,0.6517857,0.625,0.5,0.4464286,0.4196429,0.3839286,0.3571429,0.3214286,0.2857143,0.2678571,0.1875,0
493,0.25,0.5,1,0.9821429,0.9642857,0.9285714,0.8839286,0.8660714,0.8571429,0.8392857,0.8214286,0.7767857,0.6964286,0.6785714,0.6607143,0.6517857,0.625,0.5803571,0.5267857,0.4642857,0.4196429,0.4017857,0.3660714,0.3571429,0.2321429,0.1875,0
494,0.25,0.5,1,0.9821429,0.9553571,0.9464286,0.9017857,0.8839286,0.8482143,0.8303571,0.8125,0.75,0.7142857,0.6875,0.6071429,0.5267857,0.4642857,0.4464286,0.4196429,0.3839286,0.3303571,0.3214286,0.2946429,0.2767857,0.1339286,0.1160714,0
495,0.25,0.5,1,0.9821429,0.9732143,0.9464286,0.9285714,0.9196429,0.8839286,0.8660714,0.8214286,0.8035714,0.75,0.6696429,0.6339286,0.6071429,0.5803571,0.5714286,0.4732143,0.4642857,0.4375,0.4285714,0.375,0.1875,0.1428571,0.125,0
496,0.25,0.5,1,0.9821429,0.9017857,0.875,0.8303571,0.8214286,0.7946429,0.7767857,0.7678571,0.7321429,0.7232143,0.6964286,0.6517857,0.6339286,0.5982143,0.5625,0.5178571,0.5089286,0.4910714,0.4375,0.3482143,0.2678571,0.1785714,0.1428571,0
497,0.25,0.5,1,0.9553571,0.9375,0.9017857,0.8928571,0.8839286,0.8392857,0.8035714,0.7767857,0.7589286,0.7321429,0.7053571,0.625,0.5714286,0.5267857,0.5178571,0.4910714,0.4464286,0.3660714,0.2767857,0.1964286,0.1875,0.05357143,0.01785714,0
498,0.25,0.5,1,0.9910714,0.9732143,0.9553571,0.9375,0.9285714,0.9107143,0.9017857,0.875,0.8303571,0.7946429,0.75,0.6785714,0.6696429,0.6428571,0.5625,0.5267857,0.4910714,0.4553571,0.4285714,0.4017857,0.3303571,0.2321429,0.1964286,0
499,0.25,0.5,1,0.9821429,0.9642857,0.9375,0.9107143,0.8928571,0.8571429,0.8482143,0.7946429,0.7857143,0.7589286,0.7232143,0.7142857,0.6785714,0.5982143,0.5625,0.5446429,0.4553571,0.4464286,0.4196429,0.3392857,0.3035714,0.2857143,0.1875,0
500,0.25,0.5,1,0.9553571,0.9196429,0.9017857,0.8839286,0.875,0.8303571,0.7946429,0.7142857,0.7053571,0.6607143,0.6160714,0.5892857,0.5357143,0.5089286,0.4910714,0.4821429,0.4375,0.4196429,0.3392857,0.3214286,0.2321429,0.2053571,0.1696429,0
1,0.25,1,1,0.9910714,0.9732143,0.9642857,0.9553571,0.9285714,0.8482143,0.8392857,0.8035714,0.7410714,0.7142857,0.6785714,0.6696429,0.6607143,0.6517857,0.6339286,0.625,0.6071429,0.5982143,0.5892857,0.5714286,0.4464286,0.4285714,0.4017857,0
2,0.25,1,1,0.9821429,0.9017857,0.8928571,0.8660714,0.8571429,0.8214286,0.8125,0.8035714,0.7767857,0.7678571,0.7589286,0.7410714,0.7232143,0.7142857,0.6517857,0.6160714,0.6071429,0.4910714,0.4821429,0.4642857,0.4464286,0.4017857,0.3839286,0
3,0.25,1,1,0.9910714,0.9732143,0.9553571,0.9196429,0.9107143,0.8839286,0.875,0.8660714,0.7857143,0.7767857,0.7678571,0.7321429,0.7232143,0.7142857,0.6607143,0.6517857,0.6428571,0.6071429,0.5982143,0.5714286,0.5267857,0.4017857,0.3839286,0
4,0.25,1,1,0.9732143,0.9553571,0.9464286,0.9285714,0.8660714,0.8392857,0.8303571,0.8214286,0.8125,0.7767857,0.7678571,0.7589286,0.75,0.7232143,0.6875,0.6696429,0.6607143,0.6517857,0.625,0.5446429,0.5357143,0.5089286,0.3839286,0
5,0.25,1,1,0.9732143,0.9642857,0.9464286,0.9375,0.9285714,0.9196429,0.9107143,0.8839286,0.875,0.8571429,0.8482143,0.8392857,0.7767857,0.6964286,0.6785714,0.6428571,0.6071429,0.4821429,0.4732143,0.4642857,0.4464286,0.4375,0.04464286,0
6,0.25,1,1,0.9732143,0.9642857,0.9464286,0.9375,0.8571429,0.8303571,0.8214286,0.7589286,0.75,0.7321429,0.7232143,0.7142857,0.7053571,0.6964286,0.6785714,0.6696429,0.6428571,0.6071429,0.5803571,0.4642857,0.4285714,0.4196429,0.4017857,0
7,0.25,1,1,0.9196429,0.9017857,0.8928571,0.8839286,0.8660714,0.8303571,0.8214286,0.7678571,0.7410714,0.7232143,0.7142857,0.6875,0.6785714,0.6696429,0.6339286,0.625,0.6160714,0.5892857,0.5803571,0.5446429,0.5267857,0.4107143,0.4017857,0
8,0.25,1,1,0.9732143,0.9553571,0.9464286,0.9285714,0.9196429,0.9107143,0.9017857,0.8839286,0.875,0.8482143,0.8392857,0.8035714,0.7410714,0.625,0.6160714,0.5357143,0.5,0.4910714,0.4732143,0.4285714,0.4196429,0.4017857,0.01785714,0
9,0.25,1,1,0.9910714,0.9732143,0.9642857,0.9553571,0.9464286,0.9196429,0.8928571,0.8660714,0.8571429,0.8482143,0.8214286,0.7857143,0.7053571,0.6875,0.625,0.6071429,0.5892857,0.5803571,0.5714286,0.4553571,0.4375,0.4017857,0.01785714,0
10,0.25,1,1,0.9910714,0.9107143,0.8928571,0.8839286,0.875,0.8392857,0.8303571,0.8214286,0.8035714,0.7946429,0.7410714,0.7321429,0.7142857,0.6875,0.6607143,0.625,0.5089286,0.4732143,0.4642857,0.4464286,0.4285714,0.4196429,0.3839286,0
11,0.25,1,1,0.9821429,0.9732143,0.9553571,0.9285714,0.9196429,0.9107143,0.875,0.8660714,0.7857143,0.7767857,0.7410714,0.7321429,0.6785714,0.6696429,0.6517857,0.6428571,0.6160714,0.5982143,0.5803571,0.5625,0.5267857,0.5,0.1160714,0
12,0.25,1,1,0.9910714,0.9732143,0.9375,0.9196429,0.9107143,0.8928571,0.8839286,0.875,0.8660714,0.8125,0.7946429,0.7142857,0.6785714,0.6607143,0.6517857,0.6428571,0.6339286,0.625,0.5803571,0.4642857,0.4464286,0.4285714,0.3839286,0
13,0.25,1,1,0.9821429,0.9642857,0.9553571,0.875,0.8660714,0.8571429,0.8482143,0.8392857,0.8125,0.75,0.7410714,0.7142857,0.7053571,0.6964286,0.6785714,0.6696429,0.6517857,0.6428571,0.6071429,0.5892857,0.5535714,0.1696429,0.04464286,0
14,0.25,1,1,0.9821429,0.9732143,0.9642857,0.9553571,0.9285714,0.9107143,0.9017857,0.8928571,0.8839286,0.8571429,0.8214286,0.7589286,0.75,0.7410714,0.7053571,0.6964286,0.6160714,0.6071429,0.5892857,0.5714286,0.1785714,0.1696429,0.04464286,0
15,0.25,1,1,0.9910714,0.9732143,0.9642857,0.9375,0.9196429,0.9107143,0.9017857,0.8928571,0.8839286,0.875,0.8482143,0.8392857,0.8214286,0.7857143,0.7232143,0.7142857,0.6696429,0.6517857,0.5357143,0.5089286,0.4285714,0.4196429,0.03571429,0
16,0.25,1,1,0.9821429,0.9642857,0.9464286,0.9375,0.9285714,0.8839286,0.875,0.8660714,0.8482143,0.8392857,0.8125,0.75,0.7410714,0.7321429,0.7232143,0.7142857,0.5892857,0.5803571,0.5714286,0.4910714,0.4642857,0.4285714,0.04464286,0
17,0.25,1,1,0.9732143,0.9553571,0.9196429,0.9107143,0.875,0.8660714,0.8571429,0.8482143,0.8392857,0.8303571,0.8214286,0.8035714,0.75,0.7321429,0.6160714,0.6071429,0.5714286,0.5625,0.5357143,0.5267857,0.4464286,0.4196429,0.4017857,0
18,0.25,1,1,0.9732143,0.8928571,0.875,0.8660714,0.8303571,0.8214286,0.8035714,0.7767857,0.7678571,0.7142857,0.7053571,0.6696429,0.6607143,0.6517857,0.6339286,0.625,0.5892857,0.4732143,0.4642857,0.4553571,0.4375,0.4196429,0.01785714,0
19,0.25,1,1,0.9910714,0.9732143,0.9642857,0.9375,0.9107143,0.8482143,0.8214286,0.8035714,0.7232143,0.7142857,0.7053571,0.6964286,0.6875,0.6785714,0.6696429,0.6517857,0.6160714,0.5803571,0.4553571,0.4464286,0.4375,0.4107143,0.3839286,0
20,0.25,1,1,0.9821429,0.9642857,0.9553571,0.9464286,0.9375,0.9017857,0.875,0.8660714,0.8571429,0.8035714,0.7678571,0.7410714,0.7321429,0.7232143,0.7142857,0.6785714,0.6696429,0.6517857,0.5714286,0.5625,0.4375,0.3928571,0.3839286,0
21,0.25,1,1,0.9732143,0.9642857,0.9464286,0.9285714,0.9196429,0.8928571,0.8839286,0.875,0.8392857,0.8303571,0.7678571,0.75,0.6339286,0.625,0.6071429,0.5267857,0.5089286,0.5,0.4910714,0.4642857,0.4464286,0.4375,0.03571429,0
22,0.25,1,1,0.9821429,0.9732143,0.9553571,0.9464286,0.9285714,0.9196429,0.8928571,0.8571429,0.8214286,0.7678571,0.7589286,0.75,0.7410714,0.7053571,0.6785714,0.6696429,0.6517857,0.5714286,0.5446429,0.5357143,0.4196429,0.3928571,0.3839286,0
23,0.25,1,1,0.9910714,0.9732143,0.9464286,0.9375,0.9285714,0.9196429,0.8839286,0.8660714,0.8125,0.7767857,0.7589286,0.6785714,0.6696429,0.6607143,0.6517857,0.6428571,0.6071429,0.5892857,0.5803571,0.5625,0.1785714,0.1607143,0.04464286,0
24,0.25,1,1,0.9821429,0.9464286,0.8928571,0.875,0.8660714,0.8571429,0.8482143,0.8392857,0.7589286,0.7142857,0.7053571,0.6964286,0.6785714,0.6517857,0.6428571,0.6339286,0.625,0.6071429,0.5803571,0.5625,0.4375,0.4196429,0.03571429,0
25,0.25,1,1,0.9196429,0.9017857,0.8928571,0.875,0.8660714,0.8303571,0.8214286,0.8035714,0.7946429,0.7857143,0.7589286,0.75,0.7232143,0.7142857,0.6785714,0.6517857,0.5892857,0.4732143,0.4642857,0.4375,0.4285714,0.4196429,0.4017857,0
26,0.25,1,1,0.9821429,0.9642857,0.9375,0.9285714,0.9017857,0.8928571,0.8839286,0.8482143,0.7857143,0.7678571,0.6875,0.6517857,0.6428571,0.6339286,0.625,0.6160714,0.6071429,0.5982143,0.5892857,0.4642857,0.4464286,0.4017857,0.3928571,0
27,0.25,1,1,0.9821429,0.9732143,0.9642857,0.9375,0.9285714,0.8482143,0.8392857,0.8303571,0.8214286,0.8125,0.7767857,0.7410714,0.7053571,0.6517857,0.6428571,0.625,0.6160714,0.5982143,0.5714286,0.4464286,0.4375,0.4017857,0.3839286,0
28,0.25,1,1,0.9910714,0.9732143,0.8928571,0.8660714,0.8571429,0.8482143,0.8392857,0.8214286,0.8035714,0.7410714,0.7321429,0.7142857,0.6964286,0.6875,0.6785714,0.6696429,0.6607143,0.6160714,0.5803571,0.5535714,0.5267857,0.5178571,0.1160714,0
29,0.25,1,1,0.9732143,0.9642857,0.9285714,0.9196429,0.9017857,0.8928571,0.8839286,0.8571429,0.7946429,0.7857143,0.7678571,0.7589286,0.75,0.7232143,0.6428571,0.6339286,0.625,0.6160714,0.5803571,0.5625,0.1785714,0.1428571,0.125,0
30,0.25,1,1,0.9642857,0.9285714,0.9196429,0.8928571,0.875,0.7946429,0.7857143,0.7767857,0.7678571,0.7589286,0.75,0.7321429,0.6785714,0.6696429,0.6517857,0.6428571,0.6160714,0.6071429,0.5892857,0.5535714,0.5446429,0.5178571,0.4017857,0
31,0.25,1,1,0.9732143,0.9642857,0.9285714,0.9196429,0.9017857,0.8839286,0.875,0.8392857,0.8303571,0.7767857,0.7678571,0.7589286,0.75,0.7410714,0.6607143,0.6428571,0.625,0.6160714,0.5982143,0.5625,0.1785714,0.1339286,0.125,0
32,0.25,1,1,0.9821429,0.9732143,0.9553571,0.9285714,0.9196429,0.8928571,0.8303571,0.8035714,0.7946429,0.7857143,0.75,0.7410714,0.7232143,0.7142857,0.7053571,0.6964286,0.6607143,0.6428571,0.5625,0.5535714,0.4375,0.4107143,0.4017857,0
33,0.25,1,1,0.9821429,0.9464286,0.9375,0.9285714,0.9017857,0.8839286,0.875,0.8660714,0.8303571,0.8214286,0.7946429,0.7410714,0.6607143,0.625,0.6160714,0.6071429,0.5982143,0.5803571,0.5714286,0.4464286,0.4285714,0.4196429,0.4017857,0
34,0.25,1,1,0.9910714,0.9732143,0.9464286,0.9375,0.9285714,0.9196429,0.8839286,0.875,0.8482143,0.8392857,0.8303571,0.8125,0.7946429,0.7857143,0.7232143,0.7053571,0.6696429,0.6607143,0.5803571,0.5714286,0.5535714,0.1696429,0.125,0
35,0.25,1,1,0.9732143,0.9553571,0.9285714,0.9196429,0.8571429,0.8482143,0.8392857,0.8035714,0.7946429,0.7857143,0.7767857,0.7678571,0.75,0.6696429,0.6517857,0.6339286,0.625,0.6160714,0.5982143,0.5625,0.5535714,0.1607143,0.04464286,0
36,0.25,1,1,0.9821429,0.9464286,0.9375,0.9285714,0.9196429,0.9017857,0.8660714,0.8125,0.7857143,0.7589286,0.75,0.7410714,0.7321429,0.7232143,0.7142857,0.6964286,0.6607143,0.6428571,0.5625,0.5446429,0.5357143,0.4107143,0.4017857,0
37,0.25,1,1,0.9821429,0.9732143,0.9553571,0.9464286,0.9285714,0.9017857,0.8660714,0.8571429,0.8482143,0.8392857,0.8303571,0.8125,0.7589286,0.75,0.7410714,0.6607143,0.625,0.5892857,0.5625,0.4464286,0.4196429,0.4017857,0.3839286,0
38,0.25,1,1,0.9910714,0.9732143,0.9642857,0.9285714,0.9017857,0.8928571,0.8660714,0.8571429,0.8482143,0.8392857,0.8303571,0.8125,0.8035714,0.7857143,0.7767857,0.6964286,0.6339286,0.6071429,0.5714286,0.5625,0.5446429,0.5267857,0.4017857,0
39,0.25,1,1,0.9821429,0.9464286,0.9107143,0.8928571,0.8839286,0.8035714,0.7946429,0.7857143,0.7767857,0.7678571,0.7410714,0.7142857,0.7053571,0.6875,0.6785714,0.625,0.5892857,0.5803571,0.4553571,0.4464286,0.4285714,0.4196429,0.4017857,0
40,0.25,1,1,0.9732143,0.9464286,0.9285714,0.9196429,0.8392857,0.8214286,0.8035714,0.7946429,0.6785714,0.6696429,0.6607143,0.6517857,0.5892857,0.5625,0.5535714,0.5446429,0.5357143,0.5089286,0.4821429,0.4732143,0.4375,0.4196429,0.3839286,0
41,0.25,1,1,0.9821429,0.9732143,0.9553571,0.9464286,0.9375,0.9017857,0.8928571,0.8839286,0.875,0.8660714,0.7857143,0.75,0.7410714,0.6964286,0.6785714,0.625,0.6160714,0.6071429,0.5892857,0.5625,0.4464286,0.4285714,0.3839286,0
42,0.25,1,1,0.9821429,0.9553571,0.9464286,0.9375,0.9285714,0.9196429,0.9017857,0.875,0.8660714,0.8482143,0.8392857,0.7767857,0.6964286,0.6875,0.6607143,0.6517857,0.6160714,0.5982143,0.4821429,0.4732143,0.4375,0.3928571,0.3839286,0
43,0.25,1,1,0.9910714,0.9821429,0.9732143,0.9553571,0.9464286,0.9107143,0.9017857,0.8928571,0.8839286,0.875,0.8571429,0.7767857,0.7678571,0.7142857,0.6964286,0.6607143,0.6160714,0.6071429,0.5803571,0.5714286,0.4464286,0.4285714,0.04464286,0
44,0.25,1,1,0.9196429,0.9107143,0.9017857,0.8839286,0.8660714,0.8303571,0.8214286,0.8035714,0.75,0.7321429,0.6964286,0.6875,0.6696429,0.625,0.6160714,0.6071429,0.5982143,0.4821429,0.4732143,0.4553571,0.4285714,0.4017857,0.3928571,0
45,0.25,1,1,0.9910714,0.9732143,0.9553571,0.9196429,0.8660714,0.8571429,0.8482143,0.8303571,0.8214286,0.8035714,0.7946429,0.7857143,0.7767857,0.7410714,0.6964286,0.6160714,0.5982143,0.5892857,0.5803571,0.5535714,0.5267857,0.4107143,0.3839286,0
46,0.25,1,1,0.9642857,0.9464286,0.9285714,0.9017857,0.8928571,0.8839286,0.8303571,0.8214286,0.8125,0.8035714,0.7857143,0.7767857,0.7589286,0.6785714,0.6517857,0.6428571,0.6339286,0.625,0.6160714,0.5892857,0.5535714,0.4375,0.03571429,0
47,0.25,1,1,0.9821429,0.9017857,0.8839286,0.875,0.8392857,0.8214286,0.7946429,0.7857143,0.7767857,0.7678571,0.7142857,0.7053571,0.5892857,0.5803571,0.5625,0.5535714,0.5267857,0.4910714,0.4821429,0.4642857,0.4464286,0.4375,0.03571429,0
48,0.25,1,1,0.9821429,0.9732143,0.9375,0.9196429,0.8660714,0.8571429,0.8392857,0.8303571,0.8214286,0.7946429,0.7857143,0.7678571,0.75,0.7053571,0.6785714,0.5982143,0.5892857,0.5803571,0.5446429,0.5267857,0.4107143,0.4017857,0.3839286,0
49,0.25,1,1,0.9910714,0.9821429,0.9464286,0.9285714,0.9107143,0.8928571,0.8571429,0.8482143,0.7946429,0.7857143,0.7410714,0.7321429,0.7053571,0.6964286,0.6875,0.6696429,0.6607143,0.625,0.6071429,0.5982143,0.5803571,0.5,0.1160714,0
50,0.25,1,1,0.9821429,0.9732143,0.9464286,0.9375,0.9285714,0.9017857,0.8660714,0.8571429,0.8392857,0.7589286,0.7410714,0.7321429,0.6964286,0.6875,0.6517857,0.6428571,0.6339286,0.6160714,0.5982143,0.5803571,0.4642857,0.4553571,0.4017857,0
51,0.25,1,1,0.9821429,0.9732143,0.9464286,0.9375,0.9017857,0.8839286,0.875,0.8660714,0.7857143,0.75,0.7410714,0.7321429,0.6785714,0.6696429,0.6607143,0.6428571,0.625,0.6160714,0.6071429,0.4821429,0.4732143,0.08035714,0.03571429,0
52,0.25,1,1,0.9732143,0.9642857,0.9464286,0.9375,0.9196429,0.8392857,0.8125,0.8035714,0.7410714,0.7321429,0.7232143,0.7142857,0.6785714,0.6696429,0.6607143,0.6517857,0.6428571,0.6071429,0.5892857,0.5714286,0.5446429,0.5089286,0.125,0
53,0.25,1,1,0.9821429,0.9732143,0.9642857,0.9553571,0.9196429,0.9017857,0.8660714,0.7857143,0.7678571,0.7410714,0.7321429,0.6785714,0.6696429,0.6607143,0.625,0.5089286,0.5,0.4910714,0.4821429,0.4732143,0.4464286,0.4017857,0.01785714,0
54,0.25,1,1,0.9821429,0.9553571,0.9196429,0.9017857,0.8660714,0.8571429,0.8035714,0.7946429,0.7857143,0.7678571,0.6517857,0.625,0.6160714,0.6071429,0.5267857,0.5178571,0.5089286,0.4821429,0.4732143,0.4375,0.4196429,0.4017857,0.3928571,0
55,0.25,1,1,0.9821429,0.9553571,0.9464286,0.9375,0.9285714,0.9196429,0.9017857,0.8928571,0.8839286,0.875,0.8660714,0.8571429,0.7767857,0.75,0.7410714,0.7142857,0.6517857,0.6339286,0.625,0.5803571,0.1964286,0.1607143,0.03571429,0
56,0.25,1,1,0.9910714,0.9553571,0.9375,0.9196429,0.9107143,0.8571429,0.8303571,0.7946429,0.7678571,0.7589286,0.75,0.7410714,0.6607143,0.6517857,0.6428571,0.625,0.6160714,0.5803571,0.5714286,0.5535714,0.5357143,0.5267857,0.4017857,0
57,0.25,1,1,0.9910714,0.9732143,0.9464286,0.9375,0.9285714,0.9107143,0.875,0.8660714,0.8125,0.8035714,0.7946429,0.7142857,0.7053571,0.6875,0.6517857,0.625,0.5,0.4910714,0.4821429,0.4464286,0.4285714,0.4107143,0.4017857,0
