SimNo,ExtThrs,FlexThrs,Prop0,Prop1,Prop2,Prop3,Prop4,Prop5,Prop6,Prop7,Prop8,Prop9,Prop10,Prop11,Prop12,Prop13,Prop14
256,0.25,0.25,1,0.9655172,0.9310345,0.862069,0.7758621,0.7068966,0.5,0.4310345,0.3965517,0.3448276,0.3103448,0.2586207,0.1896552,0.1034483,0
257,0.25,0.25,1,0.9827586,0.8965517,0.862069,0.8275862,0.7241379,0.7068966,0.637931,0.5517241,0.5,0.4482759,0.2241379,0.1724138,0.137931,0
258,0.25,0.25,1,0.9310345,0.8793103,0.7931034,0.7586207,0.7068966,0.6724138,0.4655172,0.4137931,0.3448276,0.2931034,0.2068966,0.1551724,0.1034483,0
259,0.25,0.25,1,0.9827586,0.7931034,0.7241379,0.6551724,0.6206897,0.5172414,0.4137931,0.3103448,0.2758621,0.2241379,0.137931,0.0862069,0.05172414,0
260,0.25,0.25,1,0.9310345,0.8965517,0.8448276,0.7586207,0.7413793,0.6551724,0.637931,0.362069,0.2931034,0.2586207,0.1551724,0.1034483,0.05172414,0
261,0.25,0.25,1,0.9655172,0.8965517,0.862069,0.8448276,0.7931034,0.7241379,0.637931,0.6206897,0.5517241,0.5344828,0.5,0.4482759,0.05172414,0
262,0.25,0.25,1,0.9655172,0.8103448,0.7586207,0.7068966,0.6206897,0.5689655,0.4310345,0.2931034,0.2586207,0.2068966,0.1206897,0.1034483,0.03448276,0
263,0.25,0.25,1,0.9655172,0.8965517,0.8448276,0.7586207,0.7413793,0.5517241,0.4137931,0.3275862,0.2241379,0.1896552,0.137931,0.0862069,0.03448276,0
264,0.25,0.25,1,0.9310345,0.8965517,0.862069,0.7931034,0.7586207,0.637931,0.3793103,0.3275862,0.2758621,0.2241379,0.1724138,0.137931,0.06896552,0
265,0.25,0.25,1,0.9137931,0.8793103,0.862069,0.6724138,0.6206897,0.5517241,0.4310345,0.3793103,0.3275862,0.2241379,0.1551724,0.1034483,0.03448276,0
266,0.25,0.25,1,0.9482759,0.9137931,0.8965517,0.8448276,0.7758621,0.6551724,0.4137931,0.3448276,0.3103448,0.2413793,0.1896552,0.137931,0.03448276,0
267,0.25,0.25,1,0.9482759,0.8793103,0.8103448,0.637931,0.6034483,0.4482759,0.362069,0.3103448,0.2586207,0.2241379,0.1896552,0.1034483,0.05172414,0
268,0.25,0.25,1,0.9482759,0.9137931,0.8448276,0.8103448,0.7931034,0.7758621,0.6724138,0.5172414,0.4827586,0.4310345,0.3793103,0.1551724,0.03448276,0
269,0.25,0.25,1,0.9137931,0.8448276,0.8275862,0.7931034,0.7586207,0.6896552,0.6206897,0.3793103,0.362069,0.3448276,0.1206897,0.06896552,0.05172414,0
270,0.25,0.25,1,0.9655172,0.8965517,0.8448276,0.8103448,0.7758621,0.7413793,0.6896552,0.4482759,0.3965517,0.3448276,0.2931034,0.1034483,0.03448276,0
271,0.25,0.25,1,0.9655172,0.9310345,0.8448276,0.6206897,0.6034483,0.5517241,0.5,0.3275862,0.2931034,0.2241379,0.2068966,0.1724138,0.05172414,0
272,0.25,0.25,1,0.9482759,0.8965517,0.862069,0.8448276,0.7586207,0.7413793,0.5,0.362069,0.2931034,0.2413793,0.1551724,0.1034483,0.06896552,0
273,0.25,0.25,1,0.9482759,0.9137931,0.8448276,0.7931034,0.7586207,0.7241379,0.7068966,0.6034483,0.4482759,0.3965517,0.2931034,0.2586207,0.1551724,0
274,0.25,0.25,1,0.9310345,0.8965517,0.8793103,0.8275862,0.7758621,0.7586207,0.7413793,0.6724138,0.5689655,0.4827586,0.137931,0.1034483,0.05172414,0
275,0.25,0.25,1,0.9655172,0.8793103,0.8275862,0.7931034,0.7241379,0.7068966,0.6896552,0.6034483,0.5517241,0.4827586,0.4655172,0.1206897,0.05172414,0
276,0.25,0.25,1,0.9310345,0.862069,0.8275862,0.7586207,0.7413793,0.6551724,0.4482759,0.3103448,0.2586207,0.2068966,0.137931,0.06896552,0.03448276,0
277,0.25,0.25,1,0.9482759,0.9310345,0.8965517,0.8448276,0.8103448,0.637931,0.5689655,0.4137931,0.3275862,0.2758621,0.1724138,0.1206897,0.03448276,0
278,0.25,0.25,1,0.9655172,0.9137931,0.862069,0.7758621,0.7413793,0.7068966,0.6206897,0.6034483,0.5862069,0.3103448,0.1896552,0.137931,0.03448276,0
279,0.25,0.25,1,0.9482759,0.8793103,0.8448276,0.7586207,0.7413793,0.5172414,0.4655172,0.2758621,0.2413793,0.1724138,0.137931,0.06896552,0.05172414,0
280,0.25,0.25,1,0.9482759,0.9137931,0.8965517,0.8275862,0.7413793,0.6551724,0.637931,0.5517241,0.5,0.2586207,0.2068966,0.0862069,0.05172414,0
281,0.25,0.25,1,0.9482759,0.9310345,0.8965517,0.8103448,0.5689655,0.4310345,0.3793103,0.3275862,0.2241379,0.1896552,0.1551724,0.1206897,0.05172414,0
282,0.25,0.25,1,0.9482759,0.8965517,0.8448276,0.8275862,0.8103448,0.6724138,0.637931,0.3793103,0.3448276,0.2758621,0.1896552,0.137931,0.0862069,0
283,0.25,0.25,1,0.9827586,0.9482759,0.7241379,0.6724138,0.5862069,0.5,0.4655172,0.4310345,0.3275862,0.2931034,0.2241379,0.1551724,0.05172414,0
284,0.25,0.25,1,0.9655172,0.8965517,0.8275862,0.7586207,0.7068966,0.6724138,0.6551724,0.3965517,0.3448276,0.2241379,0.1724138,0.0862069,0.05172414,0
285,0.25,0.25,1,0.9310345,0.9137931,0.8275862,0.8103448,0.7758621,0.7241379,0.5172414,0.4655172,0.3103448,0.2758621,0.2241379,0.1896552,0.06896552,0
286,0.25,0.25,1,0.9137931,0.8793103,0.862069,0.8275862,0.6896552,0.637931,0.6034483,0.362069,0.3275862,0.2758621,0.2413793,0.1206897,0.05172414,0
287,0.25,0.25,1,0.9310345,0.8448276,0.7931034,0.5862069,0.5172414,0.4827586,0.4310345,0.3965517,0.2241379,0.1724138,0.137931,0.0862069,0.01724138,0
288,0.25,0.25,1,0.9655172,0.9137931,0.8448276,0.7068966,0.6551724,0.5862069,0.5517241,0.2931034,0.2241379,0.1896552,0.1551724,0.1034483,0.05172414,0
289,0.25,0.25,1,0.9310345,0.8965517,0.8448276,0.8103448,0.7068966,0.6551724,0.6034483,0.362069,0.3103448,0.2413793,0.1724138,0.1206897,0.06896552,0
290,0.25,0.25,1,0.9482759,0.9310345,0.8448276,0.8103448,0.7586207,0.6724138,0.6551724,0.5517241,0.2758621,0.2068966,0.1551724,0.0862069,0.05172414,0
291,0.25,0.25,1,0.9655172,0.9310345,0.9137931,0.8103448,0.6551724,0.6206897,0.4310345,0.3793103,0.3275862,0.2586207,0.2068966,0.1551724,0.03448276,0
292,0.25,0.25,1,0.9310345,0.862069,0.8103448,0.7241379,0.6896552,0.6034483,0.5689655,0.362069,0.3275862,0.2758621,0.2413793,0.1896552,0.1206897,0
293,0.25,0.25,1,0.9482759,0.8965517,0.8275862,0.7931034,0.6206897,0.5172414,0.3448276,0.2758621,0.2413793,0.1896552,0.137931,0.1034483,0.05172414,0
294,0.25,0.25,1,0.9482759,0.9310345,0.8793103,0.8103448,0.7758621,0.7241379,0.637931,0.6034483,0.3275862,0.2758621,0.1896552,0.1034483,0.05172414,0
295,0.25,0.25,1,0.9482759,0.9310345,0.8275862,0.8103448,0.7586207,0.6896552,0.6551724,0.637931,0.5862069,0.5172414,0.2586207,0.2068966,0.03448276,0
296,0.25,0.25,1,0.9482759,0.8793103,0.8448276,0.7931034,0.6896552,0.6551724,0.5862069,0.5689655,0.5172414,0.4310345,0.1896552,0.137931,0.1034483,0
297,0.25,0.25,1,0.9827586,0.9137931,0.8793103,0.862069,0.7931034,0.7241379,0.6551724,0.5689655,0.5517241,0.5172414,0.2413793,0.1896552,0.137931,0
298,0.25,0.25,1,0.7758621,0.6896552,0.637931,0.5172414,0.4482759,0.4137931,0.3275862,0.2586207,0.2241379,0.1724138,0.1206897,0.1034483,0.03448276,0
299,0.25,0.25,1,0.9655172,0.9310345,0.8448276,0.7931034,0.7586207,0.6724138,0.5862069,0.5517241,0.4655172,0.4482759,0.3965517,0.1724138,0.05172414,0
300,0.25,0.25,1,0.9655172,0.9137931,0.8793103,0.8103448,0.7758621,0.6896552,0.5862069,0.3965517,0.3448276,0.3103448,0.2586207,0.137931,0.0862069,0
301,0.25,0.25,1,0.9310345,0.8965517,0.8448276,0.7931034,0.7413793,0.637931,0.6206897,0.5689655,0.3275862,0.2758621,0.1724138,0.1206897,0.03448276,0
302,0.25,0.25,1,0.9137931,0.862069,0.8103448,0.7758621,0.7241379,0.637931,0.4310345,0.3275862,0.2931034,0.2413793,0.2068966,0.1034483,0.05172414,0
303,0.25,0.25,1,0.9482759,0.8965517,0.7931034,0.6896552,0.637931,0.5862069,0.5517241,0.5344828,0.5,0.4655172,0.2068966,0.06896552,0.05172414,0
304,0.25,0.25,1,0.9137931,0.8793103,0.8103448,0.7758621,0.7068966,0.6551724,0.5689655,0.362069,0.2931034,0.2413793,0.1724138,0.1206897,0.03448276,0
305,0.25,0.25,1,0.9310345,0.8793103,0.8448276,0.8275862,0.7241379,0.4482759,0.3965517,0.362069,0.2586207,0.1724138,0.1206897,0.0862069,0.05172414,0
306,0.25,0.25,1,0.9655172,0.8103448,0.7241379,0.5344828,0.4137931,0.3965517,0.3275862,0.2931034,0.2413793,0.1896552,0.137931,0.06896552,0.03448276,0
307,0.25,0.25,1,0.9655172,0.9482759,0.8965517,0.8448276,0.8275862,0.5862069,0.4137931,0.3793103,0.2586207,0.1551724,0.1034483,0.0862069,0.05172414,0
308,0.25,0.25,1,0.9310345,0.9137931,0.8793103,0.8103448,0.7586207,0.7241379,0.4482759,0.4310345,0.3103448,0.2068966,0.137931,0.0862069,0.03448276,0
309,0.25,0.25,1,0.9655172,0.8793103,0.8448276,0.8275862,0.7068966,0.6724138,0.5862069,0.3275862,0.2586207,0.1896552,0.137931,0.0862069,0.03448276,0
310,0.25,0.25,1,0.9482759,0.8793103,0.8448276,0.7413793,0.7241379,0.6724138,0.637931,0.5689655,0.5172414,0.5,0.1551724,0.1034483,0.03448276,0
311,0.25,0.25,1,0.9482759,0.9137931,0.8793103,0.7586207,0.7413793,0.5517241,0.3793103,0.3448276,0.3103448,0.2413793,0.1896552,0.137931,0.0862069,0
312,0.25,0.25,1,0.9655172,0.9310345,0.8793103,0.8275862,0.8103448,0.7586207,0.6896552,0.5862069,0.5689655,0.3103448,0.2068966,0.1724138,0.06896552,0
313,0.25,0.25,1,0.9655172,0.9482759,0.9137931,0.8448276,0.8103448,0.7931034,0.6206897,0.5862069,0.5344828,0.3275862,0.2586207,0.2068966,0.137931,0
314,0.25,0.25,1,0.9310345,0.8793103,0.8103448,0.7931034,0.7586207,0.7068966,0.6551724,0.637931,0.3793103,0.2241379,0.1896552,0.1034483,0.05172414,0
315,0.25,0.25,1,0.9827586,0.9310345,0.8793103,0.8448276,0.7931034,0.6896552,0.637931,0.6206897,0.5,0.2758621,0.2413793,0.1896552,0.1206897,0
316,0.25,0.25,1,0.9137931,0.8793103,0.8103448,0.7758621,0.5517241,0.5,0.3103448,0.2586207,0.2241379,0.1724138,0.1034483,0.0862069,0.03448276,0
317,0.25,0.25,1,0.9655172,0.9482759,0.8965517,0.6724138,0.5689655,0.4827586,0.4310345,0.3448276,0.2413793,0.1896552,0.137931,0.06896552,0.03448276,0
318,0.25,0.25,1,0.9655172,0.9137931,0.8275862,0.7758621,0.7586207,0.6896552,0.6206897,0.5172414,0.2586207,0.1724138,0.1206897,0.06896552,0.03448276,0
319,0.25,0.25,1,0.9655172,0.9137931,0.6896552,0.637931,0.5689655,0.4655172,0.3448276,0.3103448,0.2586207,0.2068966,0.1551724,0.137931,0.0862069,0
320,0.25,0.25,1,0.9482759,0.8793103,0.862069,0.7931034,0.7068966,0.6551724,0.6206897,0.5862069,0.5689655,0.4827586,0.4482759,0.2758621,0.2241379,0
321,0.25,0.25,1,0.9655172,0.9482759,0.8275862,0.7413793,0.6724138,0.5,0.4655172,0.3965517,0.3448276,0.2758621,0.2413793,0.137931,0.05172414,0
322,0.25,0.25,1,0.9827586,0.9482759,0.862069,0.8275862,0.7413793,0.7241379,0.7068966,0.6724138,0.4655172,0.2931034,0.2413793,0.1896552,0.06896552,0
323,0.25,0.25,1,0.9482759,0.9137931,0.8965517,0.8103448,0.7413793,0.6551724,0.5862069,0.3103448,0.2586207,0.2241379,0.1724138,0.1034483,0.05172414,0
324,0.25,0.25,1,0.9482759,0.9310345,0.8965517,0.8448276,0.6724138,0.5517241,0.5172414,0.4310345,0.2586207,0.2241379,0.137931,0.0862069,0.05172414,0
325,0.25,0.25,1,0.9827586,0.9310345,0.862069,0.8448276,0.8103448,0.6896552,0.362069,0.3103448,0.2758621,0.2241379,0.1724138,0.05172414,0.03448276,0
326,0.25,0.25,1,0.9827586,0.9482759,0.862069,0.8103448,0.7068966,0.6724138,0.4310345,0.3965517,0.3275862,0.2758621,0.2413793,0.1551724,0.05172414,0
327,0.25,0.25,1,0.9310345,0.8965517,0.8793103,0.8448276,0.7931034,0.7241379,0.6551724,0.5689655,0.5,0.4482759,0.1724138,0.1206897,0.06896552,0
328,0.25,0.25,1,0.9482759,0.9137931,0.6896552,0.5862069,0.5,0.4655172,0.4137931,0.362069,0.2586207,0.2241379,0.1724138,0.0862069,0.05172414,0
329,0.25,0.25,1,0.9310345,0.862069,0.8275862,0.7758621,0.7586207,0.7241379,0.7068966,0.6551724,0.5344828,0.3103448,0.1724138,0.1206897,0.03448276,0
330,0.25,0.25,1,0.8103448,0.7758621,0.7413793,0.637931,0.6206897,0.5172414,0.4827586,0.4482759,0.3275862,0.2758621,0.2241379,0.1551724,0.1206897,0
331,0.25,0.25,1,0.9482759,0.9137931,0.8448276,0.8275862,0.7241379,0.6896552,0.6551724,0.6034483,0.5517241,0.5344828,0.5172414,0.137931,0.0862069,0
332,0.25,0.25,1,0.9310345,0.8793103,0.8448276,0.8103448,0.7241379,0.6896552,0.5862069,0.5344828,0.5172414,0.2413793,0.1551724,0.0862069,0.03448276,0
333,0.25,0.25,1,0.8448276,0.7931034,0.7241379,0.7068966,0.6724138,0.5517241,0.5172414,0.4137931,0.2758621,0.2413793,0.1896552,0.1206897,0.05172414,0
334,0.25,0.25,1,0.9482759,0.8965517,0.8793103,0.8448276,0.7758621,0.6724138,0.637931,0.5862069,0.362069,0.2931034,0.2068966,0.1034483,0.05172414,0
335,0.25,0.25,1,0.9655172,0.8448276,0.7586207,0.6034483,0.5689655,0.5172414,0.4827586,0.3965517,0.3793103,0.3275862,0.2758621,0.2241379,0.1034483,0
336,0.25,0.25,1,0.9827586,0.9482759,0.9137931,0.862069,0.7586207,0.6724138,0.637931,0.3103448,0.2758621,0.2241379,0.1896552,0.1034483,0.05172414,0
337,0.25,0.25,1,0.9137931,0.8793103,0.8275862,0.7413793,0.7241379,0.7068966,0.5,0.4655172,0.2931034,0.2586207,0.2068966,0.1206897,0.06896552,0
338,0.25,0.25,1,0.9310345,0.8965517,0.862069,0.8448276,0.8275862,0.7758621,0.5344828,0.3448276,0.2241379,0.1551724,0.1206897,0.06896552,0.01724138,0
339,0.25,0.25,1,0.9310345,0.862069,0.8103448,0.5862069,0.5517241,0.5172414,0.4827586,0.3275862,0.2931034,0.2068966,0.1551724,0.137931,0.05172414,0
340,0.25,0.25,1,0.9482759,0.7758621,0.6551724,0.5517241,0.4655172,0.4137931,0.3793103,0.3448276,0.2758621,0.2241379,0.1551724,0.1034483,0.06896552,0
341,0.25,0.25,1,0.9137931,0.8965517,0.862069,0.8275862,0.7931034,0.7068966,0.637931,0.5862069,0.3103448,0.2586207,0.2068966,0.1551724,0.06896552,0
342,0.25,0.25,1,0.9827586,0.9655172,0.8793103,0.8275862,0.7586207,0.6896552,0.6551724,0.6206897,0.5517241,0.2413793,0.1896552,0.1551724,0.1034483,0
343,0.25,0.25,1,0.9310345,0.862069,0.8275862,0.7758621,0.7586207,0.6896552,0.6206897,0.5344828,0.4655172,0.2758621,0.2413793,0.137931,0.0862069,0
344,0.25,0.25,1,0.9310345,0.8965517,0.862069,0.7931034,0.7586207,0.7413793,0.7241379,0.6896552,0.637931,0.4137931,0.1896552,0.1034483,0.05172414,0
345,0.25,0.25,1,0.9655172,0.9310345,0.862069,0.7413793,0.6896552,0.6206897,0.362069,0.3103448,0.2586207,0.2068966,0.1551724,0.0862069,0.03448276,0
346,0.25,0.25,1,0.9655172,0.7758621,0.7241379,0.6034483,0.5689655,0.5344828,0.4827586,0.3793103,0.3275862,0.3103448,0.137931,0.0862069,0.05172414,0
347,0.25,0.25,1,0.9482759,0.862069,0.8448276,0.7758621,0.7413793,0.637931,0.4482759,0.362069,0.2586207,0.1896552,0.137931,0.1034483,0.05172414,0
348,0.25,0.25,1,0.9827586,0.9137931,0.8448276,0.7586207,0.6896552,0.637931,0.6034483,0.5344828,0.4827586,0.2241379,0.1551724,0.0862069,0.05172414,0
349,0.25,0.25,1,0.9655172,0.8793103,0.862069,0.6551724,0.4827586,0.3793103,0.362069,0.3275862,0.2931034,0.2241379,0.1724138,0.1206897,0.06896552,0
350,0.25,0.25,1,0.9482759,0.9310345,0.8965517,0.8448276,0.7586207,0.5172414,0.362069,0.3275862,0.2586207,0.2068966,0.1551724,0.1206897,0.05172414,0
351,0.25,0.25,1,0.9310345,0.8793103,0.8448276,0.6206897,0.6034483,0.5172414,0.4827586,0.3448276,0.2931034,0.2758621,0.2413793,0.1551724,0.1034483,0
352,0.25,0.25,1,0.9310345,0.8965517,0.862069,0.8275862,0.7931034,0.7413793,0.7241379,0.5344828,0.3103448,0.2413793,0.1896552,0.137931,0.05172414,0
353,0.25,0.25,1,0.9310345,0.8793103,0.8275862,0.7931034,0.6896552,0.6551724,0.6206897,0.6034483,0.5517241,0.5,0.2758621,0.1724138,0.05172414,0
354,0.25,0.25,1,0.9482759,0.8965517,0.862069,0.7586207,0.5689655,0.5344828,0.4655172,0.4482759,0.2068966,0.1724138,0.1206897,0.06896552,0.03448276,0
355,0.25,0.25,1,0.9482759,0.8965517,0.7931034,0.7413793,0.7068966,0.6551724,0.637931,0.5862069,0.5344828,0.2758621,0.2241379,0.137931,0.03448276,0
356,0.25,0.25,1,0.9655172,0.9482759,0.9137931,0.8103448,0.7413793,0.6896552,0.5862069,0.5517241,0.362069,0.3103448,0.2241379,0.1724138,0.05172414,0
357,0.25,0.25,1,0.9655172,0.8965517,0.862069,0.8103448,0.7931034,0.6896552,0.6724138,0.4482759,0.2758621,0.2241379,0.1206897,0.06896552,0.03448276,0
358,0.25,0.25,1,0.9482759,0.9310345,0.862069,0.7758621,0.7586207,0.6551724,0.6206897,0.5689655,0.5172414,0.4827586,0.2758621,0.137931,0.06896552,0
359,0.25,0.25,1,0.9655172,0.9137931,0.862069,0.8275862,0.6896552,0.6551724,0.4482759,0.3965517,0.3448276,0.2758621,0.1724138,0.137931,0.05172414,0
360,0.25,0.25,1,0.9482759,0.9137931,0.8965517,0.862069,0.8448276,0.7413793,0.6896552,0.6551724,0.6034483,0.5862069,0.2413793,0.1551724,0.05172414,0
361,0.25,0.25,1,0.9827586,0.9482759,0.8793103,0.8448276,0.7931034,0.7758621,0.7068966,0.6206897,0.5689655,0.4655172,0.1724138,0.0862069,0.05172414,0
362,0.25,0.25,1,0.9482759,0.8965517,0.8793103,0.7931034,0.7586207,0.7068966,0.6034483,0.3275862,0.2931034,0.1896552,0.137931,0.1034483,0.05172414,0
363,0.25,0.25,1,0.9482759,0.8793103,0.8448276,0.7758621,0.6724138,0.637931,0.6206897,0.5862069,0.3448276,0.2931034,0.2413793,0.1551724,0.1034483,0
364,0.25,0.25,1,0.9655172,0.9482759,0.8965517,0.7586207,0.6896552,0.6724138,0.6551724,0.637931,0.5344828,0.1896552,0.137931,0.0862069,0.03448276,0
365,0.25,0.25,1,0.9827586,0.9137931,0.862069,0.8275862,0.7758621,0.7068966,0.5689655,0.3448276,0.2586207,0.2068966,0.1551724,0.1034483,0.03448276,0
366,0.25,0.25,1,0.9827586,0.9482759,0.8965517,0.8103448,0.7241379,0.6724138,0.5862069,0.5,0.4827586,0.2068966,0.1724138,0.1206897,0.06896552,0
367,0.25,0.25,1,0.8103448,0.7413793,0.6034483,0.5689655,0.5517241,0.4655172,0.3448276,0.3103448,0.2413793,0.1896552,0.1551724,0.06896552,0.05172414,0
368,0.25,0.25,1,0.9310345,0.8965517,0.862069,0.7931034,0.6896552,0.6551724,0.4482759,0.362069,0.3103448,0.2413793,0.1724138,0.1206897,0.06896552,0
369,0.25,0.25,1,0.9310345,0.8965517,0.8448276,0.7758621,0.7241379,0.6034483,0.362069,0.3448276,0.3103448,0.2586207,0.1896552,0.1034483,0.05172414,0
370,0.25,0.25,1,0.9655172,0.8793103,0.8103448,0.6034483,0.5862069,0.5344828,0.3965517,0.3448276,0.2931034,0.2413793,0.2241379,0.1896552,0.06896552,0
371,0.25,0.25,1,0.9310345,0.862069,0.7931034,0.7586207,0.6724138,0.637931,0.5862069,0.5,0.2758621,0.2241379,0.1724138,0.0862069,0.03448276,0
372,0.25,0.25,1,0.9310345,0.7241379,0.7068966,0.6551724,0.6206897,0.5862069,0.4827586,0.3448276,0.2931034,0.2413793,0.1551724,0.1034483,0.03448276,0
373,0.25,0.25,1,0.9827586,0.9137931,0.8793103,0.7068966,0.6551724,0.5689655,0.5344828,0.5,0.4310345,0.2586207,0.1206897,0.06896552,0.01724138,0
374,0.25,0.25,1,0.9655172,0.8965517,0.8793103,0.862069,0.8275862,0.7068966,0.4655172,0.4310345,0.3793103,0.2931034,0.137931,0.1034483,0.05172414,0
375,0.25,0.25,1,0.9655172,0.9137931,0.862069,0.8275862,0.7586207,0.4827586,0.3275862,0.2931034,0.2068966,0.1551724,0.1034483,0.06896552,0.01724138,0
376,0.25,0.25,1,0.9310345,0.862069,0.8103448,0.7931034,0.7413793,0.637931,0.6034483,0.3448276,0.2586207,0.2068966,0.1551724,0.1206897,0.0862069,0
377,0.25,0.25,1,0.9482759,0.9137931,0.8793103,0.8275862,0.8103448,0.6896552,0.6206897,0.5689655,0.5172414,0.2241379,0.137931,0.0862069,0.05172414,0
378,0.25,0.25,1,0.9827586,0.9137931,0.8793103,0.8275862,0.7241379,0.6551724,0.6034483,0.5517241,0.5,0.4310345,0.3793103,0.137931,0.1034483,0
379,0.25,0.25,1,0.8103448,0.7931034,0.7413793,0.7068966,0.6551724,0.6034483,0.5689655,0.5172414,0.4310345,0.3965517,0.137931,0.1034483,0.05172414,0
380,0.25,0.25,1,0.9482759,0.8965517,0.8275862,0.7931034,0.5689655,0.5517241,0.5172414,0.4827586,0.4482759,0.2586207,0.2068966,0.1551724,0.05172414,0
381,0.25,0.25,1,0.9137931,0.8965517,0.8103448,0.7413793,0.7068966,0.637931,0.3793103,0.3448276,0.2931034,0.2241379,0.1724138,0.1034483,0.05172414,0
382,0.25,0.25,1,0.9482759,0.9137931,0.8448276,0.8103448,0.7931034,0.7413793,0.6896552,0.5689655,0.5,0.2586207,0.2068966,0.1551724,0.05172414,0
383,0.25,0.25,1,0.9655172,0.9137931,0.8965517,0.8275862,0.7758621,0.7586207,0.6551724,0.5862069,0.5517241,0.3448276,0.2931034,0.2413793,0.1034483,0
384,0.25,0.25,1,0.9310345,0.862069,0.8275862,0.6551724,0.637931,0.5862069,0.5517241,0.4827586,0.3103448,0.2758621,0.137931,0.0862069,0.05172414,0
385,0.25,0.25,1,0.9655172,0.8793103,0.862069,0.7758621,0.7586207,0.6896552,0.6206897,0.5517241,0.3103448,0.2586207,0.2241379,0.1206897,0.06896552,0
386,0.25,0.25,1,0.7758621,0.6896552,0.637931,0.6034483,0.5172414,0.4310345,0.2931034,0.2586207,0.2413793,0.1896552,0.1551724,0.1034483,0.05172414,0
387,0.25,0.25,1,0.9655172,0.8793103,0.8448276,0.8103448,0.5862069,0.5344828,0.4827586,0.4655172,0.4310345,0.2241379,0.1896552,0.0862069,0.05172414,0
388,0.25,0.25,1,0.9310345,0.8793103,0.8103448,0.7413793,0.7068966,0.6724138,0.6206897,0.6034483,0.5172414,0.2931034,0.2586207,0.1896552,0.05172414,0
389,0.25,0.25,1,0.9655172,0.8965517,0.8793103,0.8103448,0.7586207,0.7241379,0.6206897,0.5862069,0.362069,0.3103448,0.2413793,0.1551724,0.06896552,0
390,0.25,0.25,1,0.9137931,0.8793103,0.8275862,0.6206897,0.5517241,0.4137931,0.362069,0.3103448,0.2586207,0.2068966,0.1206897,0.0862069,0.03448276,0
391,0.25,0.25,1,0.8448276,0.7758621,0.6896552,0.6206897,0.5862069,0.5689655,0.4310345,0.3275862,0.2586207,0.2241379,0.1896552,0.1034483,0.05172414,0
392,0.25,0.25,1,0.9482759,0.9310345,0.8275862,0.6551724,0.6206897,0.5517241,0.3965517,0.3448276,0.2586207,0.2241379,0.1724138,0.0862069,0.03448276,0
393,0.25,0.25,1,0.7413793,0.6896552,0.6034483,0.5689655,0.5,0.3793103,0.3275862,0.2931034,0.2758621,0.1896552,0.1551724,0.1034483,0.05172414,0
394,0.25,0.25,1,0.9137931,0.8965517,0.862069,0.8103448,0.7068966,0.6551724,0.6206897,0.5,0.2068966,0.1896552,0.137931,0.0862069,0.03448276,0
395,0.25,0.25,1,0.9655172,0.8793103,0.8275862,0.7931034,0.7241379,0.7068966,0.5862069,0.2931034,0.2586207,0.1896552,0.137931,0.0862069,0.03448276,0
396,0.25,0.25,1,0.9827586,0.8275862,0.8103448,0.7586207,0.6034483,0.5689655,0.4827586,0.4482759,0.4137931,0.2586207,0.1896552,0.1034483,0.05172414,0
397,0.25,0.25,1,0.9655172,0.8965517,0.862069,0.7413793,0.6551724,0.6206897,0.5689655,0.5172414,0.3103448,0.2758621,0.2068966,0.1551724,0.05172414,0
398,0.25,0.25,1,0.9827586,0.9310345,0.8793103,0.8448276,0.8103448,0.6551724,0.6206897,0.5689655,0.5517241,0.5344828,0.4827586,0.1551724,0.05172414,0
399,0.25,0.25,1,0.9655172,0.8793103,0.8275862,0.7586207,0.7068966,0.6896552,0.6724138,0.6034483,0.5517241,0.2758621,0.2241379,0.1896552,0.05172414,0
400,0.25,0.25,1,0.9310345,0.7931034,0.7413793,0.7068966,0.637931,0.5689655,0.5517241,0.3965517,0.3448276,0.2758621,0.2241379,0.0862069,0.03448276,0
401,0.25,0.25,1,0.9310345,0.862069,0.8275862,0.7241379,0.6724138,0.6551724,0.4137931,0.3275862,0.2931034,0.1896552,0.1724138,0.1034483,0.05172414,0
402,0.25,0.25,1,0.9655172,0.8793103,0.8275862,0.7758621,0.6724138,0.637931,0.6206897,0.5689655,0.4827586,0.2586207,0.2241379,0.1034483,0.05172414,0
403,0.25,0.25,1,0.9310345,0.8965517,0.8275862,0.8103448,0.7758621,0.5172414,0.4310345,0.2931034,0.2413793,0.1896552,0.1034483,0.05172414,0.01724138,0
404,0.25,0.25,1,0.8103448,0.7586207,0.7241379,0.5689655,0.5,0.4482759,0.4310345,0.3103448,0.2241379,0.1724138,0.137931,0.1034483,0.05172414,0
405,0.25,0.25,1,0.9655172,0.8965517,0.8793103,0.8448276,0.8275862,0.7586207,0.7413793,0.5689655,0.5344828,0.4827586,0.1896552,0.137931,0.0862069,0
406,0.25,0.25,1,0.9137931,0.8965517,0.862069,0.8103448,0.7931034,0.5689655,0.5344828,0.3965517,0.2931034,0.2413793,0.1896552,0.1551724,0.0862069,0
407,0.25,0.25,1,0.9310345,0.9137931,0.862069,0.8275862,0.7931034,0.7241379,0.6724138,0.6551724,0.5862069,0.3275862,0.2413793,0.1206897,0.03448276,0
408,0.25,0.25,1,0.9310345,0.8965517,0.8793103,0.6896552,0.6551724,0.5172414,0.3965517,0.3448276,0.2758621,0.1896552,0.1724138,0.137931,0.0862069,0
